year,id,wrkstat,occ10,prestg10,marital,educ,age,degree,major1,biokids,sex,race,income16,rincom16,pres16,pres20,happy,health,natspac,natenvir,natheal,natcrime,reg16,yrlvmus,yrartxbt,yrmovie,artsout,yrcreat,yrrdg,yrtour,yrstmus,yrarmus,yrstpo,yrarpo,yrclass,yrpod,cvdlvmus,cvdart,cvdmov,cvdcreat,cvdrdg,cvdtour,cvdstmus,cvdarmus,cvdstpo,cvdarpo,cvdclass,cvdpod
2022,708,8,3420,55,1,16,49,1,NA,0,1,2,23,19,2,2,2,4,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,709,5,5360,36,2,12,72,0,NA,2,2,1,18,0,2,2,3,2,NA,NA,NA,NA,9,2,NA,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,4,2,4,2,4,4
2022,710,7,NA,NA,1,13,43,1,NA,7,2,1,26,0,1,1,1,2,3,1,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,711,1,1430,63,2,16,57,3,18,NA,1,1,26,26,3,2,2,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,712,8,5000,46,3,16,67,3,9,NA,2,3,NA,0,NA,1,2,2,2,1,2,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,713,5,1540,47,1,15,60,2,6,NA,2,1,25,25,1,1,2,1,3,1,1,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,714,1,4760,31,5,14,20,1,NA,0,2,1,20,3,NA,1,3,2,2,1,1,1,9,2,1,1,2,1,2,2,2,2,2,1,2,2,3,3,3,4,2,4,1,1,4,4,3,4
2022,715,6,NA,NA,5,11,18,0,NA,NA,1,3,NA,0,NA,NA,2,2,2,1,2,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,716,5,60,52,1,17,NA,3,2,NA,2,1,26,0,1,1,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,717,2,4510,36,1,12,58,1,NA,3,2,1,22,1,2,2,1,1,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,718,8,6420,35,3,14,55,1,NA,NA,2,1,12,0,2,1,2,3,3,3,1,1,9,2,2,2,NA,1,2,2,1,1,2,1,2,2,4,4,4,3,4,4,4,4,4,4,4,4
2022,719,1,310,39,5,13,46,1,NA,NA,1,1,23,20,NA,1,1,3,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,720,5,5810,37,3,12,77,1,NA,3,2,1,9,0,1,1,1,2,3,1,1,2,9,2,2,2,NA,1,1,1,1,1,2,1,1,1,4,4,4,1,2,1,2,2,2,2,2,2
2022,721,5,430,39,1,16,72,3,9,NA,1,1,26,0,4,1,2,3,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,722,1,50,53,1,16,61,2,36,NA,2,1,20,19,1,1,1,1,2,1,1,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,723,5,740,33,1,16,51,3,35,0,1,1,19,0,1,1,2,3,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,724,8,4140,20,1,NA,52,0,NA,NA,2,3,NA,0,NA,NA,1,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,725,5,1107,48,3,16,65,3,71,2,1,3,14,0,2,3,2,1,NA,NA,NA,NA,9,2,2,1,2,2,2,2,2,2,2,2,2,2,4,4,1,4,4,4,4,4,4,4,4,4
2022,726,5,5120,45,1,12,79,1,NA,NA,2,1,21,0,1,1,1,1,3,1,1,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,727,1,430,39,1,18,30,4,23,NA,2,1,26,21,1,1,2,2,2,1,1,2,9,1,2,2,1,1,1,1,1,1,2,1,1,2,1,4,4,2,3,2,2,2,4,2,4,4
2022,728,5,9130,35,1,13,73,1,NA,NA,1,1,24,0,NA,1,3,3,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,729,2,2630,46,1,16,37,3,19,NA,2,1,25,17,1,1,2,1,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,730,1,1105,61,1,16,32,3,80,NA,1,1,22,20,NA,NA,2,2,2,2,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,731,1,430,39,5,17,49,4,9,NA,2,1,23,23,1,1,3,1,2,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,732,5,2310,61,5,17,66,4,33,0,2,1,21,21,1,1,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,733,1,4200,37,1,14,38,1,NA,NA,1,1,19,0,NA,3,2,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,734,1,3500,69,5,13,39,1,NA,NA,2,3,12,12,NA,NA,2,2,3,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,735,8,6200,49,5,15,78,1,NA,0,1,1,11,0,NA,1,2,2,NA,NA,NA,NA,9,2,1,2,2,1,1,1,1,1,1,1,2,1,3,3,3,1,2,2,1,1,1,1,2,1
2022,736,1,4220,24,1,14,60,2,7,NA,1,3,22,21,2,1,2,1,3,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,737,1,1020,60,1,14,51,2,14,1,1,1,23,22,1,1,3,2,NA,NA,NA,NA,5,2,2,2,NA,1,1,2,1,1,1,1,2,2,4,4,4,1,2,2,2,2,2,2,2,NA
2022,738,1,4700,38,5,13,37,1,NA,NA,2,2,18,18,1,1,1,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,739,7,4040,32,5,12,25,1,NA,NA,2,1,20,17,NA,NA,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,740,1,2310,61,5,20,43,4,45,NA,2,3,21,20,1,1,1,2,3,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,741,1,5620,25,1,14,45,1,NA,1,2,3,17,17,NA,2,3,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,742,7,3150,61,1,18,66,3,55,NA,2,1,23,0,3,3,NA,2,1,1,2,2,3,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,4,1,1,4,3,2,2,3,2,2
2022,743,1,5240,31,2,12,55,1,NA,NA,2,2,20,20,1,1,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,744,1,9620,25,5,12,NA,1,NA,NA,1,2,17,3,NA,NA,2,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,745,3,650,53,1,20,75,4,19,NA,1,1,23,23,2,2,2,2,3,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,746,5,3600,48,2,14,89,1,NA,NA,2,2,18,0,1,1,2,2,3,2,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,747,5,530,42,1,17,83,3,25,NA,1,1,24,0,2,2,1,2,3,1,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,748,8,430,39,1,14,NA,2,50,NA,1,3,24,24,NA,NA,1,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,749,5,3255,64,1,16,80,3,36,NA,2,3,NA,0,1,1,2,2,2,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,750,1,1020,60,1,16,61,3,33,0,2,1,26,24,1,1,2,2,NA,NA,NA,NA,7,2,2,2,NA,1,1,2,2,2,2,2,1,2,4,4,4,2,2,4,4,4,4,4,2,4
2022,751,5,5700,47,1,14,80,1,NA,0,2,1,26,0,1,1,2,2,1,1,1,1,7,2,2,2,NA,2,1,2,2,2,2,2,2,2,4,4,4,4,1,4,4,4,4,4,4,4
2022,752,5,2040,66,1,16,86,3,16,NA,1,1,21,0,NA,NA,1,2,1,3,3,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,753,5,2320,64,1,18,59,4,16,2,2,1,26,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,3,3,3,2,2,3,4,2,4,4,4,2
2022,754,1,5700,47,5,20,31,3,9,0,2,1,21,0,2,2,2,2,2,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,755,6,2016,44,1,18,63,4,82,NA,2,2,19,12,1,1,3,2,3,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,756,1,5240,31,5,12,NA,1,NA,NA,2,2,16,16,1,1,2,2,3,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,757,2,3600,48,5,13,NA,1,NA,NA,2,2,9,3,NA,1,3,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,758,5,5000,46,2,14,NA,1,NA,NA,2,2,NA,0,1,1,1,2,3,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,759,6,NA,NA,5,20,20,2,33,NA,1,3,NA,0,NA,4,3,3,1,2,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,760,5,9620,25,1,14,NA,1,NA,NA,2,2,13,0,1,1,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,761,1,3150,61,1,18,25,4,55,0,2,1,24,0,2,2,2,2,2,3,3,1,7,2,2,1,1,1,1,2,2,1,2,2,2,1,3,3,3,2,3,4,2,3,4,4,4,3
2022,762,2,2200,74,2,17,68,2,34,NA,1,1,16,16,2,NA,1,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,763,1,4840,43,5,12,38,1,NA,NA,1,2,20,19,NA,NA,1,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,764,6,2720,65,5,16,22,3,58,NA,2,2,21,17,NA,NA,2,2,2,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,765,1,5000,46,5,14,32,1,NA,NA,2,2,16,16,1,1,2,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,766,1,1550,50,1,16,35,3,18,1,1,3,21,20,NA,NA,2,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,767,1,1020,60,1,20,44,4,14,NA,1,2,23,22,NA,NA,2,2,NA,NA,NA,NA,7,2,2,1,2,2,1,2,2,1,2,2,2,2,3,4,3,4,2,3,2,2,4,4,4,4
2022,768,1,10,72,5,16,49,3,9,0,1,1,26,26,2,2,1,1,1,3,3,1,7,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2
2022,769,7,4810,47,1,14,NA,1,NA,NA,1,3,20,6,NA,NA,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,770,1,1530,70,1,12,43,1,NA,NA,1,1,25,20,NA,NA,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,771,1,2200,74,5,20,40,4,55,NA,2,2,23,23,NA,1,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,772,1,2000,51,4,16,62,3,9,2,2,1,18,17,2,2,2,3,2,1,1,2,3,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,3,4,2,2,3,3,2,2
2022,773,1,50,53,3,18,NA,4,20,NA,1,1,NA,NA,1,1,2,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,774,8,420,52,1,20,55,4,43,NA,2,1,26,0,1,1,2,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,775,7,5700,47,1,14,31,2,9,2,2,3,20,0,NA,NA,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,776,5,2540,48,3,13,68,1,NA,2,2,1,17,0,1,1,2,2,NA,NA,NA,NA,4,1,1,1,2,1,2,2,1,2,2,2,1,2,3,3,4,1,4,4,4,3,4,4,4,4
2022,777,5,NA,NA,5,16,NA,3,NA,NA,2,1,NA,NA,2,2,2,3,3,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,778,5,9830,62,1,18,73,4,71,NA,1,1,21,0,1,1,2,2,1,1,1,2,7,1,2,1,2,2,1,2,2,1,2,2,2,2,2,4,3,4,2,4,4,3,NA,4,4,4
2022,779,5,7210,42,3,16,74,3,33,NA,1,1,20,0,2,2,3,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,780,5,2310,61,1,19,69,4,16,2,2,1,25,11,1,1,3,2,3,1,1,1,7,1,2,2,1,2,1,1,1,1,2,2,2,1,1,2,4,4,2,2,2,2,4,4,2,2
2022,781,5,860,43,1,16,78,3,16,NA,2,1,26,0,1,1,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,782,8,4010,38,1,12,58,1,NA,NA,2,1,24,16,2,2,2,3,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,783,7,6260,28,1,12,66,1,NA,NA,1,1,25,0,2,2,1,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,784,6,4760,31,5,15,21,1,NA,NA,1,1,23,7,NA,2,3,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,785,1,6260,28,1,20,43,4,NA,NA,2,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,786,1,10,72,1,16,62,3,9,NA,1,1,26,26,2,2,1,3,1,3,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,787,1,930,39,1,15,40,1,NA,3,1,1,26,20,1,1,2,2,1,1,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,788,1,4850,45,1,19,37,4,16,NA,1,1,26,23,2,2,1,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,789,5,4700,38,1,16,68,3,9,NA,1,1,23,8,2,2,1,2,1,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,790,1,4700,38,1,16,39,4,40,NA,1,1,26,23,NA,2,1,2,2,2,3,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,791,1,800,60,1,16,42,3,20,2,2,NA,23,0,1,1,2,2,3,1,1,1,7,2,2,2,NA,2,1,1,2,1,2,1,1,2,1,2,1,2,2,4,2,2,4,4,2,2
2022,792,1,3050,66,1,20,37,4,38,NA,2,3,26,23,NA,NA,2,3,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,793,1,120,53,1,14,61,1,NA,NA,2,1,23,23,NA,2,1,2,1,3,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,794,5,2310,61,1,20,69,3,26,NA,2,3,20,0,NA,NA,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,795,2,5240,31,3,19,71,4,50,NA,2,1,21,8,1,1,2,2,NA,NA,NA,NA,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3
2022,796,5,3255,64,3,17,73,3,36,NA,2,1,18,0,1,1,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,797,1,850,63,1,16,64,3,3,1,1,1,26,26,2,2,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,798,2,9140,26,1,16,70,3,12,NA,1,1,20,20,2,2,1,2,2,3,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,799,5,4850,45,3,16,70,3,32,NA,1,1,18,0,2,2,3,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,800,2,3255,64,1,17,55,3,36,NA,2,1,26,18,2,2,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,801,5,9510,47,3,6,69,0,NA,NA,1,1,19,0,NA,NA,3,4,2,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,802,1,6320,42,1,16,50,1,NA,NA,1,1,21,0,2,2,1,1,1,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,803,1,9130,35,1,12,41,1,NA,NA,1,1,25,23,2,2,1,2,2,3,3,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,804,5,5240,31,2,11,77,0,NA,NA,2,1,2,0,1,1,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,805,1,230,59,3,18,56,4,16,1,2,1,20,20,1,1,2,2,NA,NA,NA,NA,7,1,1,2,1,2,1,2,2,NA,2,2,1,2,1,1,4,4,2,4,2,2,4,4,2,4
2022,806,1,4340,38,1,20,56,3,48,NA,1,1,25,25,2,2,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,807,6,NA,NA,5,13,19,1,NA,NA,2,2,5,0,NA,NA,1,1,2,1,3,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,808,2,2700,58,1,13,40,1,NA,2,1,2,19,8,NA,NA,1,2,2,2,1,1,7,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
2022,809,1,3535,52,1,14,41,2,72,NA,1,3,20,20,1,1,2,2,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,810,8,3300,61,5,18,72,3,8,NA,2,2,11,0,1,1,2,3,2,1,1,1,7,2,2,2,NA,2,2,2,2,1,1,1,2,2,4,4,4,4,1,4,1,1,1,1,4,4
2022,811,6,4030,21,5,12,20,1,NA,NA,2,1,24,9,NA,1,2,2,2,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,812,1,2310,61,5,16,54,3,39,NA,1,1,19,19,1,2,3,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,813,1,4700,38,4,12,33,1,NA,NA,2,1,18,18,NA,NA,2,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,814,1,700,51,1,16,40,3,43,NA,2,1,21,18,NA,NA,3,3,2,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,815,1,5240,31,1,14,NA,1,NA,NA,NA,1,23,0,2,2,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,816,5,20,50,1,13,NA,1,NA,NA,1,1,21,0,2,2,1,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,817,5,4920,49,1,5,70,0,NA,3,2,3,NA,NA,1,1,2,3,3,1,3,3,0,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,2,2,4,2,2,2,1,1,2,2
2022,818,4,4810,47,5,12,32,1,NA,1,2,2,4,4,NA,1,3,1,3,1,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
